date,author,category,summary,sha,is_merge
2026-04-30,원종우,기타,"pref: 중복 아이디 예외처리 추가
+ 에러메시지 로직 구현
- 409: 이미사용중인 아이디
- 401: 아이디 또는 비밀번호가 올바르지
- 403: 접근 권한 x
- 404: 존재하지 않는 계정
- 400: 입력정보 다시 확인
- 500: 서버오류",fb1f5dd,False
2026-04-30,원종우,기능 개발,"테스트 코드파일 경로 변경 + html, css, js 파일 분리",ab9fb71,False
2026-04-30,원종우,기타,"Merge pull request #2 from Jongwoo0101/frontend

 backend 폴더 동기화 및 프론트엔드 로컬 변경사항 반영",047870a,True
2026-04-30,dldnwls07,기타,chore: backup frontend local changes before backend folder sync,5b7bb89,False
2026-04-30,dldnwls07,기능 개발,sync backend folder with backend branch,ff0c0dc,False
2026-04-30,dldnwls07,기타,"Merge pull request #1 from Jongwoo0101/backend

Backend 설계, 구현 완료",557e53d,True
2026-04-30,원종우,기능 개발,"api 테스트 페이지 개선
모든 api 정상작동 확인",bc84f43,False
2026-04-29,dldnwls07,기타,style: 레이아웃 텍스트 겹침 수정 및 불필요한 에셋 정리,4ae07b7,False
2026-04-29,원종우,테스트,"test.html: 회원가입, 로그인 api 테스트",658a53f,False
2026-04-29,원종우,테스트,"test-api.http: 회원가입, 로그인 더미데이터로 테스트하기",496a9f0,False
2026-04-29,원종우,기타,폴더명 재정의,7b05593,False
2026-04-29,dldnwls07,기능 개발,"프론트엔드 뼈대 구축 완료 (Home, Login, EmployeeView, Dashboard) 및 Mock 데이터 연결",1d45732,False
2026-04-29,dldnwls07,문서 작업,프론트엔드 작업 현황 리포트 추가 (코드 제외),7d3faf0,False
2026-04-29,dldnwls07,기능 개발,백엔드 API 연동 및 웹소켓 실시간 알림 기능 구현,ca7d14d,False
2026-04-29,dldnwls07,버그 수정,Vite 웹소켓 호환성 해결 및 DashboardStats 타입 에러 수정,dd57ad5,False
2026-04-29,dldnwls07,기능 개발,실제 백엔드 인증 시스템 연동 및 API 프록시 설정 추가,c200bba,False
2026-04-29,원종우,기타,"Role.java: 사용자 권한을 정의한 Enum (EMPLOYEE, MANAGER).",3b64822,False
2026-04-29,dldnwls07,기타,"프론트앤드개발계획서 및, 개발방향계획수정",ef101d2,False
2026-04-29,원종우,기타,h2 콘솔 대소문자 관련 설정 해제,7ae3f6c,False
2026-04-29,원종우,기타,WorkEventRepository.java: 업무 이벤트 데이터 접근을 위한 인터페이스.,d0ea172,False
2026-04-29,dldnwls07,기능 개발,"프론트엔드 초기 아키텍처 설계 및 개발 환경 구축
- React + Vite + TypeScript 기반 프로젝트 초기화
- 주요 라이브러리 설치 (TailwindCSS, Zustand, React Router)
- 페이지별 빈 파일 및 폴더 구조(pages, components, store, lib) 생성
- 프론트엔드 개발 가이드라인(frontend_PipLine.md) 작성",2aa9134,False
2026-04-29,원종우,기타,backend 내 test.txt 삭제,e038a87,False
2026-04-29,원종우,기타,MonitoringController.java: 실시간 업무 상태 전송 및 기록을 위한 컨트롤러.,8f71819,False
2026-04-29,원종우,기타,MonitoringService.java: 업무 상태 기록 및 분석 로직.,87b6241,False
2026-04-29,원종우,기타,MonitoringDto.java: 모니터링 데이터 전송을 위한 DTO.,007cec6,False
2026-04-29,원종우,기타,"EventType.java: 이벤트 종류를 정의한 Enum (NORMAL, AWAY, SLEEP 등).",b5fe1a1,False
2026-04-29,원종우,기타,WorkEvent.java: 업무 중 발생하는 이벤트(상태 변경 등)를 기록하는 JPA 엔티티.,6fff1f2,False
2026-04-29,원종우,기타,MemberController.java: 회원 관련 REST API 엔드포인트 구현.,6ae8113,False
2026-04-29,원종우,기타,"MembersService.java: 회원 가입, 조회 등 핵심 비즈니스 로직 구현.",a67c5e2,False
2026-04-29,원종우,기타,add backend basic logic,d347752,False
2026-04-29,원종우,기타,MemberRepository.java: DB 접근을 위한 Spring Data JPA 인터페이스.,cbaefd2,False
2026-04-29,원종우,기타,MemberDto.java: API 통신에 사용되는 회원 데이터 전송 객체.,d93f580,False
2026-04-29,원종우,기타,dir test,1f9e427,False
2026-04-29,dldnwls07,기타,잘못올라간 이미지 삭제,2167919,False
2026-04-29,원종우,기타,"WorksightApiApplication.java
메인 실행 클래스",1a6f6ac,False
2026-04-29,dldnwls07,기능 개발,import worksight-api from backend branch,39b1196,False
2026-04-29,원종우,기타,edit plan.txt,eca21fa,False
2026-04-29,원종우,기타,백엔드 폴더 내 gitignore 업로드,2e9b813,False
2026-04-29,원종우,기타,gitattributes 업로드,1aece09,False
2026-04-29,원종우,기타,"application.yaml
h2, jpa 하이버네이트 로그 설정 및 환경변수 관리",a1ebbac,False
2026-04-29,원종우,기타,delete test.txt,988d4f2,False
2026-04-29,원종우,기타,"SecurityConfig.java
스프링 시큐리티 필터 체인설정
CSRF 비활성화, CORS허용, H2 콘솔 접근 및 API 경로별 권한 정의",99108a8,False
2026-04-29,원종우,기타,"WebSocketConfig.java
실시간 모니터링을 위한 웹소켓 엔드포인트 (ws-monitoring) 및 메시지 설정",c58c353,False
2026-04-29,원종우,기타,edit plan.txt,64801f8,False
2026-04-29,원종우,기타,"Member.java: 회원 정보(id, pw, role, 잔액)를 담은 jpa 엔티티 정의",cc3bcf8,False
2026-04-29,원종우,기타,edit gitignore,d97fecd,False
2026-04-29,원종우,기타,edit plan.txt,c7dc9db,False
2026-04-29,원종우,기타,add gitignore,32c467a,False
2026-04-29,dldnwls07,기타,"chore: 백엔드 폴더 동기화 및 Git 설정 최적화 (node_modules, .vite 제외)",c6a3532,False
2026-04-29,원종우,기타,edit ai-team-standards.md,5d1cefe,False
2026-04-29,dldnwls07,기타,Restore test.txt,e4112db,False
2026-04-29,dldnwls07,기타,Merge remote-tracking branch 'origin/Jongwoo0101' into Jongwoo0101,2aeb3fd,False
2026-04-29,dldnwls07,기타,skills세팅 확인필요,3f7a79f,False
2026-04-29,원종우,기타,delete test.txt,927d5b1,False
2026-04-29,원종우,기타,add plan.txt,c6ab9fa,False
2026-04-29,dldnwls07,테스트,test2,9d0bcd5,False
2026-04-29,dldnwls07,테스트,test commit,180a8d5,False
2026-04-29,원종우,기타,api 명세서 작성,cbedf74,False
2026-04-29,원종우,테스트,test commit,7b23978,False
